"Details
Project",Street,City,State,Zip
10-15121-10,  ,Omaha,NE,
10-15121-30,  ,Omaha,NE,
10-15121-40,  ,Omaha,NE,
10-15121-50,  ,Carter Lake,IA,
10-15122-00,  ,Omaha,NE,
10-15122-10,  ,Omaha,NE,
10-15122-30,  ,Omaha,NE,
10-15122-31,  ,Omaha,NE,
10-15122-32,  ,Omaha,NE,
10-15122-33,  ,Omaha,NE,
10-15122-34,  ,Omaha,NE,
10-15122-35,  ,Omaha,NE,
10-15122-36,  ,Omaha,NE,
10-15201-01,  ,Beatrice,NE,68310
10-15202-10,  ,Hastings,NE,68901
10-15202-11,  ,Hastings,NE,68901
10-15202-12,  ,Hastings,NE,
10-15202-20,10-15202-  ,Hastings,NE,68901
10-15202-30,  ,Hastings,NE,
10-15202-40,  ,Hastings,NE,
10-15202-50,  ,Hastings,NE,
10-15202-60,  ,Hastings,NE,
10-15203-00,  ,Hastings,NE,68901
10-15204-00,  ,Lincoln,NE,
10-15204-10,  ,Lincoln,NE,
10-15205-00,  ,Papillion,NE,
10-15206-01,  ,Lincoln,NE,
10-15206-02,  ,Lincoln,NE,
10-15206-04,  ,Lincoln,NE,
10-15206-05,  ,Lincoln,NE,
10-15208-03,  ,Lincoln,NE,68508
10-15209-00,  ,Lincoln,NE,
10-15209-12,120 Richards Hall PO Box 880114 ,Lincoln,NE,68588-0114
10-15209-21,  ,Lincoln,NE,
10-15209-22,  ,Lincoln,NE,
10-15209-23,  ,Lincoln,NE,
10-15209-24,  ,Lincoln,NE,
10-16101-00,9801 West Center Road (Current Location)  ,Omaha,NE,
10-16101-10,  ,Omaha,NE,
10-16101-11,9801 West Center Road (Current Location)  ,Omaha,NE,
10-16101-12,  ,Omaha,NE,
10-16101-21,9801 West Center Road (Current Location)  ,Omaha,NE,
10-16101-30,9801 West Center Road (Current Location)  ,Omaha,NE,
10-16101-40,9801 West Center Road (Current Location)  ,Omaha,NE,
10-16102-00,  ,Omaha,NE,68102
10-16102-01,  ,Omaha,NE,68102
10-16102-02,  ,Omaha,NE,
10-16105-01,11707 Miracle Hills Drive  ,Omaha,NE,68154
10-16105-02,11707 Miracle Hills Drive  ,Omaha,NE,
10-16105-11,11707 Miracle Hills  ,Omaha,NE,68154
10-16105-12,11707 Miracle Hills  ,Omaha,NE,68154
10-16105-20,  ,Omaha,NE,
10-16106-00,25211 South 68th Street  ,Firth,NE,68358
10-16107-01,  ,Wahoo,NE,
10-16110-00,Multiple School Sites  ,Omaha,NE,68131
10-16112-01,2710 N North Road  ,Grand Island,NE,68803
10-16114-00,  ,La Vista,NE,
10-16114-01,  ,La Vista,NE,
10-16114-06,  ,La Vista,NE,
10-16114-08,  ,La Vista,NE,
10-16114-09,  ,La Vista,NE,
10-16114-10,  ,La Vista,NE,
10-16114-11,  ,La Vista,NE,
10-16114-12,  ,La Vista,NE,
10-16114-16,  ,La Vista,NE,
10-16115-00,  ,Omaha,NE,
10-16115-01,  ,Omaha,NE,
10-16115-02,  ,Omaha,NE,
10-16115-11,Clarkson Doctor's Building North  ,Omaha,NE,
10-16115-20,Clarkson Doctor's Builiding South  ,Omaha,NE,
10-16115-30,Clarkson Doctors South Building 7th Floor  ,Omaha,NE,
10-16115-31,Clarkson Doctors South Building 7th Floor  ,Omaha,NE,
10-16116-00,28th Street and Co Road 15 (Proposed Site)  ,Central City,NE,
10-16117-01,"North 204th Street & West Dodge Road, Elkhorn, NE  ",Omaha,NE,
10-16118-01,  ,Murdock,NE,
10-16119-01,Creighton Preparatory High School 7400 Western Avenue ,Omaha,NE,68114
10-16120-00,8008 West Dodge Road  ,Omaha,NE,68114
10-16120-01,80th & West Dodge Streets  ,Omaha,NE,
10-16120-02,80th & Dodge  ,Omaha,NE,
10-16120-03,8008 West Dodge Road  ,Omaha,NE,68114
10-16202-01,401 S 21st Street  ,Lincoln,NE,
10-16202-02,401 S 21st Street  ,Lincoln,NE,
10-16202-03,401 S 21st Street  ,Lincoln,NE,
10-16203-00,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-01,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-02,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-03,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-04,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-05,Pacific Plaza 703 South Webb Road ,Grand Island,NE,68803-5122
10-16203-06,  ,Grand Island,NE,
10-16204-02,9th O Streets  ,Lincoln,NE,
10-16204-10,9th & O Streets  ,Lincoln,NE,
10-16204-21,  ,Lincoln,NE,
10-16204-30,  ,Lincoln,NE,
10-16204-40,9th & O Streets  ,Lincoln,NE,
10-16205-00,  ,Lincoln,NE,
10-16206-00,501 South 14th Street  ,Lincoln,NE,68509-8940
10-16206-01,501 South 14th Street  ,Lincoln,NE,68509-8940
10-16206-03,501 South 14th Street  ,Lincoln,NE,68509-8940
10-16207-00,  ,Lincoln,NE,
10-16209-00,  ,Lincoln,NE,
10-16210-00,48th & Leighton  ,Lincoln,NE,
10-16210-01,48th & Leighton  ,Lincoln,NE,
10-16210-02,  ,Lincoln,NE,
10-16210-03,  ,Lincoln,NE,
10-16210-10,  ,Lincoln,NE,
10-16210-20,  ,Lincoln,NE,
10-16211-01,3 Landmark Centre 1128 Lincoln Maill  Suite 105 ,Lincoln,NE,
10-16211-02,3 Landmark Centre 1128 Lincoln Maill  Suite 105 ,Lincoln,NE,
10-16212-00,  ,Lincoln,NE,
10-16212-01,  ,Lincoln,NE,
10-16212-02,  ,Lincoln,NE,
10-16212-03,  ,Lincoln,NE,
10-16213-00,  ,Lincoln,NE,68508
10-17101-00,  ,Omaha,NE,68106
10-17101-10,  ,Omaha,NE,
10-17101-20,46th & Dodge Apartments  ,Omaha,NE,
10-17101-30,  ,Omaha,NE,
10-17101-60,96th & Ida Streets  ,Omaha,NE,
10-17102-00,120th & Burke Streets  ,Omaha,NE,
10-17102-01,120th & Burke Streets  ,Omaha,NE,
10-17103-00,Hampton Inn & Suites (Downtown)  ,Omaha,NE,
10-17104-00,  ,La Vista,NE,
10-17104-10,  ,La Vista,NE,
10-17104-11,  ,La Vista,NE,
10-17105-00,  ,La Vista,NE,68128
10-17105-01,  ,La Vista,NE,68128
10-17105-10,  ,La Vista,NE,68128
10-17107-00,60th & L Streets  ,Omaha,NE,
10-17107-01,60th & L Streets  ,Omaha,NE,
10-17107-02,  ,Omaha,NE,
10-17109-00,  ,Omaha,NE,
10-17110-01,  ,Omaha,NE,
10-17110-02,  ,Omaha,NE,
10-17110-03,  ,Omaha,NE,
10-17110-04,  ,Omaha,NE,
10-17110-05,39th & Leavenworth Streets  ,Omaha,NE,
10-17110-06,  ,Omaha,NE,
10-17110-07,  ,Omaha,NE,
10-17110-08,  ,Omaha,NE,
10-17110-09,  ,Omaha,NE,
10-17115-01,  ,Gretna,NE,
10-17116-00,180th & West Maple Road  ,Elkhorn,NE,68022
10-17116-03,  ,Elkhorn,NE,
10-17116-04,  ,Elkhorn,NE,
10-17116-05,  ,Elkhorn,NE,
10-17116-06,  ,Elkhorn,NE,
10-17116-07,  ,Elkhorn,NE,
10-17116-08,  ,Elkhorn,NE,
10-17116-09,  ,Elkhorn,NE,
10-17116-10,  ,Elkhorn,NE,68022
10-17116-11,  ,Omaha,NE,
10-17116-12,  ,Omaha,NE,
10-17116-20,  ,Omaha,NE,
10-17116-21,  ,Omaha,NE,
10-17116-22,  ,Omaha,NE,
10-17116-23,  ,Omaha,NE,
10-17116-30,  ,Omaha,NE,
10-17116-31,  ,Omaha,NE,
10-17116-40,3600 South 215th Street  ,Elkhorn,NE,68022
10-17116-50,  ,Elkhorn,NE,68022
10-17116-51,  ,Elkhorn,NE,
10-17116-52,  ,Elkhorn,NE,68022
10-17116-61,  ,Elkhorn,NE,68022
10-17116-62,  ,Elkhorn,NE,
10-17117-00,  ,Omaha,NE,68114
10-17117-01,  ,Omaha,NE,68114
10-17117-02,  ,Omaha,NE,68114
10-17117-20,8303 Dodge St  ,Omaha,NE,68114
10-17118-00,106th & Burt Circle  ,Omaha,NE,68114
10-17118-01,106th & Burt Circle  ,Omaha,NE,
10-17118-02,106th & Burt Circle  ,Omaha,NE,
10-17119-00,329 South 16th Street  ,Omaha,NE,68102
10-17119-01,329 South 16th Street  ,Omaha,NE,68102
10-17119-02,329 South 16th Street  ,Omaha,NE,68102
10-17120-00,8877 S 137th  ,Omaha,NE,
10-17121-00,  ,Omaha,NE,
10-17121-01,  ,Omaha,NE,
10-17123-01,UNMC  ,Omaha,NE,
10-17124-00,  ,Omaha,NE,
10-17125-00,  ,Omaha,NE,
10-17125-01,13616 California Street  ,Omaha,NE,
10-17125-02,"13616 California Street, Suite 300  ",Omaha,NE,68154-5336
10-17125-03,  ,Omaha,NE,
10-17125-04,  ,Omaha,NE,68154
10-17125-05,  ,Omaha,NE,
10-17126-00,164 East 5th Street  ,Wahoo,NE,68066
10-17126-01,164 East 5th Street  ,Wahoo,NE,68066
10-17126-02,164 East 5th Street  ,Wahoo,NE,68066
10-17126-03,164 East 5th Street  ,Wahoo,NE,68066
10-17126-04,164 East 5th Street  ,Wahoo,NE,68066
10-17126-05,164 East 5th Street  ,Wahoo,NE,68066
10-17127-00,  ,Omaha,NE,
10-17127-01,  ,Omaha,NE,
10-17127-03,  ,Omaha,NE,
10-17127-04,  ,Omaha,NE,
10-17127-05,  ,Omaha,NE,
10-17128-00,  ,Omaha,NE,
10-17129-00,  ,Omaha,NE,
10-17129-01,  ,Omaha,NE,
10-17129-02,  ,Omaha,NE,
10-17129-03,  ,Omaha,NE,
10-17129-10,  ,Omaha,NE,
10-17129-11,  ,Omaha,NE,
10-17130-00,120 South 31st Avenue Suite 5101 ,Omaha,NE,68131
10-17131-00,  ,Elkhorn,NE,
10-17132-00,Conagra Campus Building #5 Level 4 10th Street Downtown,Omaha,NE,
10-17132-01,  ,Omaha,NE,
10-17132-10,Conagra Campus Downtown10th Street ,Omaha,NE,
10-17133-01,1521 N 11th St  ,Omaha,NE,
10-17134-10,49777 County Road V  ,Burlington,CO,
10-17134-20,5501 North La Palma Road  ,Eloy,AZ,
10-17135-01,  ,Papillion,NE,
10-17136-00,  ,Omaha,NE,
10-17137-01,  ,Omaha,NE,
10-17139-00,Stein Building 620 West 2nd Street ,Hastings,NE,68901
10-17139-04,  ,Hastings,NE,688901
10-17140-00,Exist Green 4914 Underwood Avenue ,Omaha,NE,
10-17141-00,3200 North 207th Plaza  ,Elkhorn,NE,68022
10-17142-00,  ,Papillion,NE,
10-17143-01,  ,Papillion,NE,
10-17144-01,  ,Omaha,NE,
10-17145-00,  ,Grand Island,NE,
10-17145-01,  ,Grand Island,NE,
10-17145-02,  ,Grand Island,NE,
10-17145-03,  ,Grand Island,NE,
10-17145-04,  ,Grand Island,NE,
10-17146-00,  ,Omaha,NE,
10-17146-01,  ,Omaha,NE,
10-17146-02,  ,Omaha,NE,
10-17146-03,  ,Omaha,NE,
10-17147-00,  ,Tecumseh,NE,
10-17201-00,  ,Various Locations in State,NE,
10-17201-10,  ,Lincoln,NE,
10-17205-00,600 & 700 Blocks of Eisenhower Drive  ,Lexington,NE,
10-17206-00,West Van Dorn  ,Lincoln,NE,
10-18101-02,  ,Omaha,NE,
10-18102-00,  ,Bellevue,NE,
10-18103-00,  ,Giltner,NE,
10-18103-01,  ,Giltner,NE,
10-18104-00,511 S. 18th St.  ,Omaha,NE,
10-18104-01,511 S. 18th St.  ,Omaha,NE,
10-18105-00,  ,South Sioux City,NE,
10-18106-00,  ,Elkhorn,NE,
10-18106-01,  ,Omaha,NE,
10-18106-10,  ,Elkhorn,NE,
10-18106-20,  ,Omaha,NE,
10-18106-21,  ,Omaha,NE,
10-18107-00,  ,Omaha,NE,
10-18108-00,  ,Bennington,NE,
10-18108-11,  ,Bennington,NE,
10-18108-20,  ,Bennington,NE,
10-18108-21,  ,Bennington,NE,
10-18108-22,  ,Bennington,NE,
10-18108-31,  ,Bennington,NE,
10-18108-32,  ,Bennington,NE,
10-18108-40,  ,Bennington,NE,
10-18109-00,  ,Omaha,NE,
10-18110-01,  ,Elkhorn,NE,
10-18110-02,  ,Elkhorn,NE,
10-18110-03,  ,Elkhorn,NE,
10-18111-00,  ,Papillion,NE,
10-18111-01,  ,Papillion,NE,
10-18111-10,  ,Papillion,NE,
10-18112-00,  ,Waterloo,NE,
10-18112-01,  ,Waterloo,NE,
10-18112-10,  ,Waterloo,NE,
10-18112-11,  ,Waterloo,NE,
10-18112-20,  ,Waterloo,NE,
10-18112-21,  ,Waterloo,NE,
10-18112-30,  ,Valley,NE,
10-18112-31,  ,Waterloo,NE,
10-18112-40,  ,Waterloo,NE,
10-18112-41,  ,Waterloo,NE,
10-18114-01,  ,Omaha,NE,68114
10-18114-02,  ,Omaha,NE,68114
10-18115-00,  ,Firth,NE,
10-18117-00,Husker Hwy and James Road  ,Grand Island,NE,68801
10-18117-01,  ,Grand Island,NE,
10-18118-01,  ,Omaha,NE,
10-18119-00,  ,Omaha,NE,
10-18124-01,  ,Murdock,NE,
10-18125-00,  ,Grand Island,NE,
10-18127-01,  ,Waverly,NE,
10-18129-00,  ,Omaha,NE,
10-18130-01,300 North 44th Street  Suite 112  ,Lincoln,NE,68503
10-18131-00,  ,Omaha,NE,
10-18133-01,1005 East 23 Street  Suite 200  ,Fremont,NE,
10-18134-01,  ,Omaha,NE,
10-18137-00,  ,La Vista,NE,
10-18137-01,  ,La Vista,NE,
10-18137-02,  ,La Vista,NE,
10-18137-03,  ,La Vista,NE,
10-18137-04,  ,La Vista,NE,
10-18201-00,  ,Lincoln,NE,
10-18202-00,8th Floor Office Suite  ,Lincoln,NE,
10-18202-01,8th Floor Office Suite Terminal Building ,Lincoln,NE,
10-18203-01,1320 P Street Suite 201  ,Lincoln,NE,68508
10-18203-02,1320 P Street Suite 201  ,Lincoln,NE,
10-18206-00,  ,Lincoln,NE,
10-18206-01,  ,Lincoln,NE,
10-18206-02,  ,Lincoln,NE,
10-18209-00,  ,Papillion,NE,
10-18210-00,  ,Lincoln,NE,
10-18211-00,110 Second Avenue  ,Kearney,NE,
10-19103-01,Wells Fargo Center 1248 O Street Suite 550,Lincoln,NE,68508
10-19105-02,"Lot 4, 2.19 Acre Lot East of S 130th Street, North  ",Omaha,NE,
10-19108-10,17500 Burke Street  ,Omaha,NE,68118
10-19108-30,17500 Burke St  ,Omaha,NE,68118
10-19108-40,17500 Burke St  ,Omaha,NE,68118
10-19111-03,  ,Lincoln,NE,
10-19112-01,14th and Farnam  ,Omaha,NE,
10-19113-01,  ,Omaha,NE,
10-19117-01,  ,Plattsmouth,NE,
10-19117-02,  ,Plattsmouth,NE,
10-19117-03,  ,Plattsmouth,NE,
10-19117-11,  ,Plattsmouth,NE,
10-19117-12,  ,Plattsmouth,NE,
10-19117-21,  ,Plattsmouth,NE,
10-19117-22,  ,Plattsmouth,NE,
10-19117-30,  ,Plattsmouth,NE,
10-19120-00,  ,Omaha,NE,
10-19121-02,  ,Gretna,NE,
10-19121-03,  ,Gretna,NE,
10-19121-04,  ,Gretna,NE,68028
10-19121-05,  ,Gretna,NE,68028
10-19121-06,  ,Gretna,NE,68028
10-19121-12,  ,Gretna,NE,
10-19121-14,  ,Gretna,NE,68028
10-19121-15,  ,Gretna,NE,68028
10-19121-20,  ,Gretna,NE,68028
10-19121-21,  ,Gretna,NE,68028
10-19121-22,  ,Gretna,NE,68028
10-19121-23,  ,Gretna,NE,68028
10-19121-24,  ,Gretna,NE,68028
10-19121-25,  ,Gretna,NE,68028
10-19121-26,  ,Gretna,NE,68028
10-19121-30,  ,Gretna,NE,68028
10-19121-31,  ,Gretna,NE,68028
10-19121-35,  ,Gretna,NE,68028
10-19121-50,  ,Gretna,NE,68028
10-19121-60,  ,Gretna,NE,68028
10-19123-01,  ,Gretna,NE,
10-19123-11,  ,Gretna,NE,
10-19124-00,9701 Portal Road  ,La Vista,NE,68130
10-19125-00,12312 Port Grace Blvd  ,LaVista,NE,68128
10-19126-00,  ,Ashland,NE,
10-19217-01,  ,Lincoln,NE,
10-19219-01,  ,Lincoln,NE,68516
10-19221-01,  ,Lincoln,NE,
10-19221-02,  ,Lincoln,NE,
10-19223-00,4333 S. 70th Street  ,Lincoln,NE,68512
10-20102-01,  ,Omaha,NE,
10-20102-02,  ,Omaha,NE,
10-20102-03,  ,Omaha,NE,
10-20102-04,  ,Omaha,NE,
10-21208-50,E Stolley Park Road  ,Grand Island,NE,68801
10-21208-60,E Stolley Park Road  ,Grand Island,NE,68801
10-21208-70,E Stolley Park Road  ,Grand Island,NE,68801
11-03108-31,7111 Auroa Avenue  ,Urbandale,IA,50322
11-03108-41,7111 Aurora Avenue  ,Urbandale,IA,50322
11-05114-05,  ,Glenwood,IA,
11-06106-02,  ,Alleman,IA,50007
11-06106-20,311 NE 141st Avenue  ,Alleman,IA,50007
11-07107-11,111 North Chabal Street  ,Solon,IA,52333
11-07107-12,111 North Chabal Street  ,Solon,IA,52333
11-07107-21,313 South Iowa Street  ,Solon,IA,52333
11-07109-02,  ,Anamosa,IA,
11-08109-01,  ,Nevada,IA,
11-08109-11,1001 Fifteenth Street  ,Nevada,IA,50201
11-08109-12,1035 15th Street  ,Nevada,IA,50201
11-08109-21,1001 Fifteenth Street  ,Nevada,IA,50201
11-08109-22,1035 - 15th Street  ,Nevada,IA,50201
11-08114-04,  ,Sioux City,IA,51103
11-08114-05,  ,Sioux City,IA,51105
11-08114-10,  ,Sioux City,IA,51105
11-08114-21,  ,Sioux City,IA,51105
11-08114-22,1231 Grandview Blvd  ,Sioux City,IA,51103
11-08114-24,  ,Sioux City,IA,
11-09102-01,1020 SW Cherry Street  ,Ankeny,IA,50023
11-09102-02,1020 SW Cherry Stret  ,Ankeny,IA,50023
11-09102-03,1020 SW Cherry Street  ,Ankeny,IA,50023
11-09102-05,1020 SW Cherry Street  ,Ankeny,IA,50023
11-09104-13,  ,Neola,IA,51557
11-09104-20,  ,Neola,IA,
11-09104-21,  ,Neola,IA,
11-09105-20,  ,Boone,IA,50036
11-09117-01,501 N Grand  ,Chariton,IA,50049
11-09117-03,501 N. Grand  ,Chariton,IA,50049
11-09117-30,  ,Chariton,IA,50049
11-09119-01,502 48th Street  ,Fort Madison,IA,52627
11-09119-02,502 48th Street  ,Ft. Madison,IA,52627
11-09119-30,3301 Avenue L  ,Fort Madison,IA,52627
11-09120-10,"301 6th Street, SW  ",Altoona,IA,50009
11-09120-20,"910 7th Avenue, SE  ",Altoona,IA,50009
11-10107-01,2555 West 1st Street  ,Grimes,IA,50111
11-10107-02,2555 West 1st Street  ,Grimes,IA,50111
11-10107-10,  ,Grimes,IA,
11-10107-30,  ,Grimes,IA,50111
11-10107-40,1400  Vine Street  ,Dallas Center,IA,50063
11-10107-50,500 South James Street  ,Grimes,IA,50111
11-10108-00,312 Gretten Street  ,Gilbert,IA,50105
11-10108-02,  ,Gilbert,IA,50105
11-10108-05,312 Gretton Street  ,Gilbert,IA,50105
11-10108-06,312 Gretten Street  ,Gilbert,IA,50105
11-10108-07,312 Gretten Street  ,Gilbert,IA,50105
11-10108-10,109 Rothmoor Drive  ,Gilbert,IA,50105
11-10108-15,109 Rothmoor Drive  ,Gilbert,IA,50105
11-10108-20,103 Mathews Drive  ,Gilbert,IA,50105
11-10108-30,312 Gretten Street  ,Gilbert,IA,50105
11-10108-41,312 Gretten Street  ,Gilbert,IA,50105
11-11102-01,3333 18the Street  ,Bettendorf,IA,52722
11-11102-02,3333 18th Street  ,Bettendorf,IA,52722
11-11102-03,  ,Bettendor,IA,52722
11-11103-00,  ,Underwood,IA,
11-11103-02,  ,Underwood,IA,
11-11105-00,6200 Aurora Ave  ,Des Moines,IA,50322
11-11106-01,  ,Glenwood,IA,
11-11107-00,  ,Clive,IA,50325
11-11109-00,1155 SW Cherry Street  ,Ankeny,IA,50023
11-11109-10,1155 SW Cherry Street  ,Ankeny,IA,50023
11-11112-00,2204 West 2nd Avenue  ,Indianola,IA,50125
11-11113-00,  ,Ankeny,IA,50023
11-11114-00,3500 74th Street  ,Urbandale,IA,50322
11-11115-00,Various Locations  ,West Des Moines,IA,
11-11116-01,Des Moines Area Community College 2006 South Ankeny Blvd. ,Ankeny,IA,50021
11-12101-10,500 7th Street  ,Boone,IA,50036
11-12101-20,  ,Boone,IA,
11-12102-00,1020 SW Cherry  ,Ankeny,IA,50023
11-12103-00,6200 Aurora Avenue  ,Des Moines,IA,50322
11-12104-00,819 North 16 Street  ,Denison,IA,51442
11-12105-03,  ,Underwood,IA,
11-12105-05,  ,Underwood,IA,
11-12105-13,  ,Underwood,IA,
11-12105-14,  ,Underwood,IA,
11-12105-15,  ,Underwood,IA,
11-12105-20,  ,Underwood,IA,
11-12105-21,  ,Underwood,IA,
11-12106-00,1751 Madison Ave  ,Council Bluffs,IA,61503
11-12108-00,1400 Big Lake Road  ,Council Bluffs,IA,
11-12110-01,  ,Colfax,IA,
11-12111-00,  ,Mapleton,IA,
11-12111-02,  ,Anthon,IA,
11-12112-00,801 Nile Kinnick Drive S.  ,Adel,IA,50003
11-12112-10,801 Nile Kinnick Drive S.  ,Adel,IA,50003
11-12113-00,2135 Woodland Drive  ,Dubuque,IA,52002
11-12114-01,  ,Alleman,IA,50007
11-12114-02,313 NE 141st Avenue  ,Alleman,IA,50007
11-12114-10,1390 NE 6th Street  ,Alleman,IA,50007
11-12115-00,402 Harrison Box B ,Victor,IA,52347
11-12116-00,  ,Altoona,IA,
11-12117-00,Merle Hay Tower 3850 Merle Hay Road ,Des Moines,IA,
11-12119-00,2220 NW State Street  ,Ankeny,IA,50021
11-12120-00,307 W. Mohawk Drive Box 69 ,Mingo,IA,50168
11-12122-10,12955 Aurora Avenue  ,Urbandale,IA,50322
11-12122-20,6301 Aurora Avenue  ,Urbandale,IA,50322
11-12123-00,18997 US-59  ,Oakland,IA,51560
11-12123-01,  ,Carson,IA,
11-12123-10,  ,Carson,IA,51525
11-12123-21,  ,Carson,IA,
11-12123-30,  ,Carson,IA,
11-12123-40,  ,Oakland,IA,
11-12123-41,  ,Carson,IA,
11-12123-50,"Riverside Comm Middle School - Carson, IA Riverside Elementary School - Oakland, IA ",Carson,IA,
11-12124-00,2204 W 2nd Avenue  ,Indianola,IA,50125
11-12126-00,  ,Urbandale,IA,50322
11-12126-10,  ,Ankeny,IA,50021
11-12126-20,  ,Norwalk,IA,50211
11-13101-00,6200 Aurora Avenue Suite 310W ,Des Moines,IA,50322
11-13102-01,621 Tornado Drive  ,Storm Lake,IA,50588-0638
11-13102-06,621 Tornado Drive  ,Storm Lake,IA,50588
11-13102-10,621 Tornado Drive  ,Storm Lake,IA,50588
11-13102-20,1811 Hyland Drive  ,Storm Lake,IA,50588
11-13102-30,1810 Hyland Drive  ,Storm Lake,IA,50588
11-13103-00,Crossroads Business Park Plat 4 ,Grimes,IA,50322
11-13104-00,  ,Des Moines,IA,
11-13105-00,3333 N. 10th Street  ,Marion,IA,52302
11-13105-02,3111 N. 10th Street  ,Marion,IA,52302
11-13105-21,3111 N. 10th Street  ,Marion,IA,52302
11-13105-22,3111 Tenth Street  ,Marion,IA,52302
11-13106-00,  ,Urbandale,IA,50322
11-13107-00,Merle Hay Mall 3850 Merle Hay Road ,Des Moines,IA,50310
11-13108-01,Merle Hay Mall 3800 Merle Hay Road ,Des Moines,IA,50310
11-13110-00,3800 Merle Hay Road  ,Des Moines,IA,50310
11-13111-00,2001 Avenue B  ,Fort Madison,IA,52627
11-13114-00,402 Harrison Street  ,Victor,IA,52347
11-13115-00,3800 Merle Hay Road  ,Des Moines,IA,50310
11-13115-10,3800 Merle Hay Road  ,Des Moines,IA,50310
11-13115-20,3800 Merle Hay Road  ,Des Moines,IA,50310
11-13116-01,2005 Kane Street  ,Dubuque,IA,52001
11-13117-00,1300 North 16th Street  ,Chariton,IA,50049
11-13118-01,2200 State Street  ,Granger,IA,50109
11-13118-30,306 West Third Street  ,Woodward,IA,50276
11-13120-01,502 48th Street  ,Fort Madison,IA,52627
11-13121-00,Merle Hay Mall  3800 Merle Hay Road,Des Moines,IA,50310
11-14101-00,500 South James Street  ,Grimes,IA,50111
11-14102-00,Merle Hay Mall 3800 Merle Hay Road ,Des Moines,IA,
11-14103-01,  ,Jefferson,IA,50129
11-14103-02,777 Wild Rose Rd.  ,Jefferson,IA,50129
11-14104-00,1400 Big Lake Road  ,Council Bluffs,IA,51501
11-14106-00,  ,Atlantic,IA,
11-14107-00,  ,Cedar Rapids,IA,
11-14109-00,1455 Metro East Drive  ,Pleasant Hill,IA,50327
11-14110-11,335 Messenger Road  ,Keokuk,IA,52632
11-14110-21,1500 West Agency Rd.  ,West Burlington,IA,52655
11-14110-60,Southeastern Community College 1500 West Agency Road ,West Burlington,IA,52655
11-14110-81,Building 100 1500 West Agency Road ,West Burlington,IA,52655
11-14110-82,Building 100 1500 West Agency Road ,West Burlington,IA,52655
11-14111-00,  ,Council Bluffs,IA,
11-14112-00,6999 Douglas Ave  ,Urbandale,IA,50322
11-14113-00,  ,Davenport,IA,
11-14114-00,  ,Chariton,IA,50049
11-14115-00,3209 99th Street  ,Urbandale,IA,50322
11-15102-03,Schindler Education Center 205 Commons ,Cedar Falls,IA,50614-0239
11-15102-04,Schindler Education Center  ,Cedar Falls,IA,50614
11-15102-05,  ,Cedar Falls,IA,
11-15103-00,  ,Blair,IA,
11-15105-00,3800 Merle Hay Road  ,Des Moines,IA,50310
11-15106-01,3500 7th Street  ,Urbandale,IA,50322
11-15106-02,3500 7th Street  ,Urbandale,IA,50322
11-15110-01,802 N. Jackson  ,Osceola,IA,50213
11-15111-00,7025 Hickman Road  ,Urbandale,IA,50322
11-15112-40,210 School Street  ,Carlisle,IA,50047
11-15119-00,5150 East University  ,Pleasant Hill,IA,50327
11-16101-00,1225 SW 128th Street  ,Ankeny,IA,50023
11-16103-01,  ,Cedar Falls,IA,
11-16104-01,915 Osage Avenue  ,Chariton,IA,50049
11-16106-00,100 Currier Hall  ,Iowa City,IA,52242
11-16110-00,  ,Des Moines,IA,
11-16113-40,1000 Schroder Drive  ,Cresco,IA,52136
11-16116-21,1000 Mustang Drive  ,Shenandoah,IA,51601
11-17103-00,306 SW School  ,Ankeny,IA,50023
11-17106-00,  ,Ankeny,IA,
11-17106-01,  ,Ankeny,IA,
11-17106-02,  ,Ankeny,IA,
11-17106-03,  ,Ankeny,IA,
11-17106-04,  ,Ankeny,IA,
11-17108-01,"9901 University Avenue, Suite 150  ",Clive,IA,
11-17108-03,"9901 University Avenue, Suite 150  ",Clive,IA,
11-17110-01,440 South 68th Street Bay 107 ,West Des Moines,IA,50266
11-17110-03,Jordan Creek 440 South 68th Street Bay 107,West Des Moines,IA,
11-17116-00,  ,Mason City,IA,
11-17118-01,2900 Campus Streeet  ,Cedar Falls,IA,50613
11-18102-00,  ,Council Bluffs,IA,
11-18102-01,  ,Council Bluffs,IA,
11-18109-00,  ,Larchwood,IA,
11-18110-00,  ,Council Bluffs,IA,
11-18113-01,1 University Place  ,Lamoni,IA,50140
11-18114-00,393 Baseline Drive  ,Pella,IA,50219
11-19105-30,500 7th Street  ,Boone,IA,50036
11-19115-01,200 Hawkins Dr  ,Iowa City,IA,52242
11-19115-10,200 Hawkins Dr  ,Iowa City,IA,52242
11-19118-00,  ,Keokuk,IA,
11-19120-00,  ,Ames,IA,
11-19121-00,  ,Ames,IA,
11-19122-00,  ,Ames,IA,
11-19123-00,  ,Denison,IA,
11-19124-00,  ,Webster City,IA,
11-20101-01,201 N Main St  ,Madrid,IA,50156
11-20102-00,  ,Ottumwa,IA,52501
11-20102-05,  ,Ottumwa,IA,52501
