,Region,School Name,12.	What are your 5 most important concerns about the condition of the site and building(s) on your campus?  ,Top5,g.  Sensory Room,h.  Independent Learning Lab,i.  Autism Room,b.  Air conditioning,Quality Of Classrooms,Leverage Outdoor Space,Community Assembly,Overall,Perception of Environment heat,Toilet Facilities,Columns Need Repair,Air Conditioner,Paint,Leak,Roof,Ceiling,Fungus Mold,Electric,Plumbing,Fence,Gate,Pests
55,Humacao,CANDIDO BERRIOS	30304,"Recurrent floods, problems with sewage overflow, voltage problems, problems with comején, leaks in the roofs, little parking and little security because the main gate is precisely on the same state highway # 3.",recurrent flood problem sewage overflow voltage problem problem comején leak roof little parking little security main gate precisely state highway,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0
56,Ponce,CAPITANEJO	52183,"The gates. The bathrooms (Kindergarden lounge, faculty and dining room. Broken pipe.",gate bathroom kindergarden lounge faculty din room break pipe,,,,4.0,3.0,2.0,2.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
57,Bayamón,CARLOS ORAMA PADILLA	70433,"1 Court has perforated roof and lacks mesh
2.Kindergarten and pre-school bathrooms
3 Make additional rooms (there is space) 
4 Repair edge of halls (undermined floor) Improve rain collection 
5 Closet in the office",court perforate roof lack mesh kindergarten pre school bathroom make additional room space repair edge hall undermined floor improve rain collection closet office,,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,1,0,0,0,0,0,0,0
58,Humacao,CARLOS RIVERA UFRET	33662,"1. The school court.  It is inoperative and destroyed since Hurricane Maria. 
2. Problems with clogged bathrooms and pipes.  They are recently fixing them, but a bigger problem is occurring when the main pipes are clogged because of the roots of the trees. 
3.Air conditioners on the first floor do not work and were not purchased in the recent repair of the air in the building (two years ago).
3. The elevator is broken. 
4. Broken doors and windows. The door bottles are exploded and have broken the glass of the doors and plaster walls.  Horrible gaps have been formed in the walls by the knocking of the doors. Windows with operator problems and some do not open even though they have operators. The canvas tiles are being peeled off the floors and the rubber protectors of the steps of the stairs. 
5. Filtration on the roof of the administrative building. ",school court inoperative destroy since hurricane maria problem clog bathroom pipe recently fix big problem occur main pipe clog root tree air conditioner first floor work purchase recent repair air build two year ago elevator broken broken door windows door bottle explode broken glass door plaster wall horrible gap form wall knock door window operator problem open though operator canvas tile peel floor rubber protector step stair filtration roof administrative building,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0
59,Humacao,CARMEN ARZUAGA DE RIVERA	30791,"Leaks, fungus on flights, floors with greitas and broken",leak fungus flight floor greitas broken,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0
60,Bayamón,CARMEN BARROSO MORALES	71662,"1. Ceiling leaks
2. Collapsed halls lack of construction
3. Gates
4. Lighting
5. change windows",ceiling leak collapse hall lack construction gate light change window,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0
61,Humacao,CARMEN BENITEZ	30841,"1. General deterioration of the physical plant (leaks in walls and ceilings, cracks in sidewalks, ramps, windows, doors etc.)
2. Precarious conditions of drinking water infrastructure (deterioration of pipes).
3. It is imperative to install an electrical sub-station with the appropriate capacity for the needs on the campus.
4. Deteriorated paint in interios and exterior.
5. Re-paving of a parking segment.",general deterioration physical plant leak wall ceiling crack sidewalks ramp windows door etc precarious condition drink water infrastructure deterioration pipe imperative install electrical sub station appropriate capacity need campus deteriorate paint interios exterior pave parking segment,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,1,1,0,1,0,1,0,0,0,0
62,Caguas,CARMEN BOZELLO DE HUYKE	24687,They are two buildings and I do not understand the question I am not an engineer,two building understand question engineer,,,,0.0,4.0,1.0,1.0,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
63,Caguas,CARMEN BOZELLO DE HUYKE	24687,"Needs fix, sidewalks etc",need fix sidewalk etc,,,,2.0,3.0,1.0,0.0,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
64,Caguas,CARMEN D ORTIZ ORTIZ(SU SUMIDERO)	20180,"The entire back is unpainted, there is no handicapped ramp in one of the buildings, earthenware of a bathroom wall about to collapse, the channels of the court corrosion in channels (broken), cistern of the intermediate bathrooms.",entire unpainted handicapped ramp building earthenware bathroom wall collapse channel court corrosion channel break cistern intermediate bathroom,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0
65,Humacao,CARMEN FELICIANO CARRERA	35964,"The points that need the most attention in our school are:
1. Plague of comején (for this situation it is necessary to replace tables, desks and cabinets among other furniture)
2. Roof arrangement and court ventilation (then painting)
3. Repair of interior pipes of the bathrooms
4. Filtraciónes
5. Lighting of the parking lot and spotlights of the inner courtyard
6. Need for mushroom remoc1on and paint (you have to scrape it because the fungus is stuck to the paint)
7. Paint the whole school.",point need attention school plague comején situation necessary replace table desk cabinet among furniture roof arrangement court ventilation paint repair interior pipe bathroom filtraciónes light park spotlight inner courtyard need mushroom remocon paint scrape fungus stuck paint paint whole school,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0,0,1,0,1,0,1,0,0,0,0,0
66,Arecibo,CARMEN NOELIA PERAZA TOLEDO	11411,"1. In a physical education room there are leaks.
2. One of the kindergarten bathrooms needs to be fixed (wall veneers are peeling off and it is dangerous).
3. The school needs a mini structure for school guards who are exposed to the sun all the time. 
4. Children's bathrooms have leaks.  
5. The school office needs divisions to provide distancing between clerk and assistants.  ",physical education room leak kindergarten bathroom need fix wall veneer peel dangerous school need mini structure school guard expose sun time child bathroom leak school office need division provide distance clerk assistant,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0
67,Humacao,CARMEN PILAR SANTOS	30502,"Elementary school in Montessori mode in 95%, 2 traditional sixth grades and a Route 1 USA Our school becomes small for your demand. It would help us a lot to have a larger campus or a larger structure, such as an annex school or a new structure within the same site.
1. School needs to complete construction of a hall that was not developed on the second floor.
2. Strengthen energy capacity.  Finish wiring and connect to a sub station light transformer that they left halfway.
3. Change zinc ceilings for cement roof in Montessori preschool classroom 
4. Humidity in the ceiling.
5. Inability of spaces to accommodate part of the school staff (nurse, psychologist, administrative assistant etc) we need at least 4 new classrooms or wagons.",elementary school montessori mode traditional sixth grade route usa school become small demand help u large campus large structure annex school new structure within site school need complete construction hall develop second floor strengthen energy capacity finish wiring connect sub station light transformer leave halfway change zinc ceiling cement roof montessori preschool classroom humidity ceiling inability space accommodate part school staff nurse psychologist administrative assistant etc need least new classroom wagon,,,,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0
68,Ponce,CARMEN SOLA DE PEREIRA	57182,"The school needs repair and its structural damage was in all structures.   It is observed that he is giving up the floors and the screams as time goes by are louder.  
The school's tuition has dropped as parents find it easier to take them to Carmen Sola and not to the Fairgrounds.  Materials and equipment are being damaged by time stored inside the school.
",school need repair structural damage structure observe give floor screams time go loud school tuition drop parent find easy take carmen sola fairground material equipment damage time store inside school,0.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
69,Humacao,CECILIO LEBRON RAMOS	25049,"1. SOME ROOMS HAVE A SITUATION WITH THE FLOOR
2.NO WE HAVE RAMP FOR STUDENTS AND OTHER SCHOOL COMMUNITY CAN ACCESS THE SECOND FLOOR
3. FENCE AREA FOR STUDENTS WITH DISABILITIES SUCH AS AUTISM MULTIPLE DISABILITIES AMONG OTHERS
4. LOUNGE WITHOUT CEILING (CANNOT BE USED) DUE TO INTENSE HEAT BY ZINC",room situation floor ramp student school community access second floor fence area student disability autism multiple disability among others lounge without ceiling use due intense heat zinc,1.0,,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0
70,Humacao,CELSO GONZALEZ VAILLANT	34793,"1. The school needs to be painted in its entirety.
2. Our school court needs meshes to prevent pigeons from entering.
3. We need to increase the electrical capacity for the installation of air conditioners.
4. We need to convert a living room into two offices. Urgent.
5. We need the creation of more parking as we have more employees.",school need paint entirety school court need mesh prevent pigeon enter need increase electrical capacity installation air conditioner need convert living room two office urgent need creation parking employee,,,,0.0,4.0,4.0,4.0,3.0,4.0,3.0,0,1,1,0,0,0,0,1,0,0,0,1
71,Caguas,CIPRIANO MANRIQUE	20727,"cracks inside the salts.
- leaks
- lack of roofs on the pills
- wagon in front of the school
- electrical problems",crack inside salt leaks lack roof pill wagon front school electrical problem,,,,1.0,0.0,2.0,0.0,2.0,2.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0
72,Caguas,CLAUDIO FERRE COTTO	28100,"Lack of air conditioning service
Working with ceiling filtration
Finish power plant repair
Paint the facilities",lack air condition service work ceiling filtration finish power plant repair paint facility,0.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0
73,Caguas,CLEMENCIA MELENDEZ	21493,"1. Leaks- Most of the rooms and ficina filter the water.
2. Painting- The school is in deteriorated condition with the humidity intensifying.
3. Court - Needs walls to prevent water from undermining the earth, cleaning on roofs, columns present danger in collapsing due to corrosion
. Make drainage. Close area to prevent intruders from entering when the school is closed. Make retaining walls. Cutting tree branches
4.Bars - All the bars of the school are corroded, there are holes, mold, in handrails gates and security area.
5. Cutting trees and/or branches roots .affects 
the soil breaking and adding it. Branches enter through the windows of the halls.
6. Internet and Wifi - The connection is not appropriate does not reach all floors there is no library or annex building of the school.",leak room ficina filter water paint school deteriorate condition humidity intensify court need wall prevent water undermine earth clean roofs column present danger collapse due corrosion make drainage close area prevent intruder enter school close make retaining wall cut tree branch bar bar school corrode hole mold handrails gate security area cut tree branch root affect soil break add branch enter windows hall internet wifi connection appropriate reach floor library annex building school,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0,0,1,1,1,0,1,0,0,0,1,0
74,Bayamón,COLEEN VAZQUEZ URRUTIA	74237,"1)The school does not have cisterns.
2) Voltage problems that cause damage to equipment.
3) Failure of air conditioners 
4) Gates and gates affecting access to the school campus.
5)Obsolete plumbing system, toilets without lids.",school cistern voltage problem cause damage equipment failure air conditioner gate gate affect access school campus obsolete plumb system toilet without lid,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0
75,Humacao,CONCEPCION PEREZ HERNANDEZ	11262,"Filtration, electrical substation, water system",filtration electrical substation water system,,,,1.0,,,,2.0,,,0,0,0,0,0,0,0,1,0,0,0,0
76,Humacao,CONCEPCION PEREZ HERNANDEZ	11262,"Cleaning of green areas
Floors / Cracked rooms
Painting 
Ceilings
Telephone 
",clean green area floor crack room paint ceiling telephone,0.0,0.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0
77,Caguas,COQUI (INTERMEDIA)	52896,"1-The school has areas with cracks (walls and stairs) since the tremors of 2020. 
2-Roof sealing is required.
3- Existing air conditioners that are damaged (therapy area, first grade rooms and library)
4- Lighting is not programmed, it turns on intermittently and at night there are many dark areas, since they turn on during the day and turn off at night.
5- Center of the school is on the ground causes a lot of fugitive dust which damages equipment such as air conditioners. I think we need to cover that land space with some kind of aggregate.",school area crack wall stair since tremor 00 roof sealing require exist air conditioner damage therapy area first grade room library lighting program turn intermittently night many dark area since turn day turn night center school ground cause fugitive dust damage equipment air conditioner need cover land space aggregate,,,,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0
78,Arecibo,COTTO (ANEXO)	10173,The Cotto Anexo school at least three times a month goes out of power.,cotto anexo school least three time month go power,,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
79,Ponce,CRISTINA (AMADA) MARTINEZ MARTINEZ	58503,"REPAIR OF THE ROOMS AFTER THE PASSAGE OF HURRICANE MARIA, ROOF SEALING, LIGHTING, REPAIR OF AIR CONDITIONERS, REPAIR OF THE ELECTRICAL SUBSTATIONS AND THE WATER CISTERN.",repair room passage hurricane maria roof seal light repair air conditioner repair electrical substation water cistern,,,,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0,1,0,0,1,0,0,1,0,0,0,0
80,Bayamón,CRISTOBAL COLON	70425,"THE 5 MOST PRESSING CONCERNS ARE: Placed in order of priority
1. LEAKS- SERIOUS SITUATION IN MANY ROOMS. WATER ENTERS WHERE THERE ARE TUBES 
    ELECTRIC, IT FILTERS THROUGH THE CEILING AND WALLS.
2. DRAINAGE PIPE- SERIOUS PROBLEM WITH PIPE D DRAINAGE OF THE BATHROOMS THAT ARE THE MOST 
    FREQUENTED 
3. SHORT COLUMNS- NOT FIXED
4. PIPES COVERED IN SEVERAL AREAS OF THE PATIO.
5. CEILING ARRANGEMENT AND PAINTING (FOR CEILINGS AND LIVING ROOMS) - WE HAVE AREAS WHERE THE BEAMS ARE AT THE 
   DISCOVERED AND IN Poor CONDITION.",press concern place order priority leak serious situation many room water enters tube electric filter ceiling wall drainage pipe serious problem pipe drainage bathroom frequent short column fix pipe cover several area patio ceiling arrangement paint ceiling live room area beam discover poor condition,,,4.0,1.0,4.0,0.0,4.0,2.0,1.0,2.0,1,0,1,1,0,1,0,1,0,0,0,0
